institution_id,institution_name,state_code,state_name,county,nces_locale,level,control,title_i_status,total_enrollment,number_of_teachers,student_teacher_ratio,percent_free_reduced_lunch,racial_white_pct,racial_black_pct,racial_hispanic_pct,racial_asian_pct,racial_native_pct,racial_two_or_more_pct,special_education_pct,english_learner_pct,per_pupil_expenditure_usd,federal_funding_pct,state_funding_pct,local_funding_pct,math_proficiency_pct,reading_proficiency_pct,graduation_rate_pct,chronic_absenteeism_pct,avg_sat_score,avg_act_score,ap_ib_participation_pct,postsecondary_enrollment_pct,stem_certified_flag,broadband_access_pct
US-EDU-10549,Oak Ridge Academy,NM,New Mexico,Montgomery County,City - Large,High School,Public,Title I Schoolwide,597,38,15.8,90.8,36.3,29.7,13.9,13.1,1.8,5.2,16.3,11.7,15753,21.2,36.5,42.3,16.6,22.5,73.0,29.5,1020,20.2,9.8,59.3,No,81.8
US-EDU-10550,Roosevelt Junior High School,TN,Tennessee,Central County,City - Midsize,Middle School,Public,Title I Schoolwide,721,50,14.4,54.3,31.1,11.4,39.0,11.5,3.7,3.3,7.8,16.5,15626,14.2,36.8,49.0,47.0,65.0,75.3,18.4,,,,,No,86.2
US-EDU-10551,Lakeshore Academy,CA,California,Fresno County,Rural - Fringe,High School,Public,Title I Schoolwide,412,30,13.7,70.6,73.5,6.1,13.1,2.2,1.7,3.4,16.4,10.9,21567,15.2,42.4,42.4,41.0,50.5,81.4,35.3,1130,23.6,19.4,53.0,No,89.1
US-EDU-10552,Southland Elementary School,CA,California,Alameda County,City - Large,Elementary School,Public,Title I Schoolwide,293,17,17.2,76.0,25.1,26.1,45.2,0.8,0.1,2.7,10.2,18.2,11402,20.0,20.0,60.0,44.2,62.6,85.5,19.3,,,,,No,79.4
US-EDU-10553,Grand Valley Elementary Academy,SD,South Dakota,Central County,Rural - Fringe,Elementary School,Public,Title I Targeted,523,51,10.3,67.8,76.4,12.0,2.4,3.3,3.9,2.0,15.7,6.9,12469,15.6,63.4,21.0,37.2,21.6,78.9,35.3,,,,,Yes,82.6
US-EDU-10554,Oak Ridge Intermediate School,MI,Michigan,Genesee County,Suburban - Large,Middle School,Public,Title I Targeted,227,17,13.4,56.2,48.8,17.6,25.7,2.1,1.6,4.2,12.2,11.9,18890,15.5,55.2,29.3,53.9,44.1,85.8,13.9,,,,,No,84.1
US-EDU-10555,Eisenhower Elementary School,WA,Washington,Marion County,Suburban - Large,Elementary School,Public,Title I Schoolwide,386,20,19.0,70.2,46.8,17.5,24.1,5.3,0.6,5.7,8.5,14.0,15616,20.2,36.9,42.9,53.1,48.8,83.8,21.1,,,,,No,84.3
US-EDU-10556,Frontier Primary School,CO,Colorado,Montgomery County,Town - Fringe,Elementary School,Public,Title I Targeted,639,36,17.7,38.5,75.2,9.7,10.0,1.3,0.1,3.7,10.7,8.1,16551,16.9,52.5,30.6,75.7,78.2,99.5,21.3,,,,,No,88.1
US-EDU-10557,Eisenhower Elementary Academy,OH,Ohio,Lucas County,Town - Fringe,Elementary School,Public,Title I Targeted,353,21,16.6,48.5,78.7,1.4,7.1,3.2,3.3,6.3,19.5,5.5,15876,16.5,60.5,23.0,54.4,58.9,74.8,25.2,,,,,No,88.2
US-EDU-10558,Carver Middle School,MO,Missouri,Central County,City - Large,Middle School,Public,Title I Schoolwide,674,45,15.0,79.2,22.6,34.3,24.9,11.8,2.1,4.3,9.7,17.0,14571,16.5,38.8,44.7,54.0,55.6,82.7,25.8,,,,,No,86.3
US-EDU-10559,Lakeshore Elementary School,CA,California,Contra Costa County,Town - Fringe,Elementary School,Public Charter,Title I Schoolwide,804,52,15.5,41.0,66.1,18.0,10.2,0.5,1.2,4.0,14.8,0.2,13943,10.0,64.0,26.0,65.2,80.7,91.8,15.0,,,,,No,85.6
US-EDU-10560,Pine Crest Senior High School,MA,Massachusetts,Madison County,City - Large,High School,Private Non-Profit,Not Applicable,780,70,11.2,2.9,30.3,42.2,16.8,5.9,1.2,3.6,4.6,6.7,14710,0.0,2.0,98.0,65.5,81.0,85.7,21.1,1202,25.6,21.3,69.6,No,96.7
US-EDU-10561,Eastside Comprehensive High School,CA,California,Alameda County,City - Midsize,High School,Public,Not Title I Eligible,250,17,14.8,25.7,25.5,23.0,31.0,16.0,1.8,2.7,7.7,15.7,17056,8.8,61.1,30.1,68.8,64.2,89.1,17.0,1246,27.1,24.4,59.9,Yes,94.1
US-EDU-10562,Westview Elementary Academy,KY,Kentucky,Montgomery County,Suburban - Large,Elementary School,Public,Not Title I Eligible,565,40,14.2,12.4,66.6,16.7,8.4,3.7,1.0,3.6,11.1,9.6,22025,10.1,47.9,42.0,65.9,63.5,91.2,24.0,,,,,No,98.7
US-EDU-10563,Westview Comprehensive High School,CA,California,San Diego County,Suburban - Large,High School,Public,Title I Targeted,341,24,14.0,37.4,53.5,10.8,15.7,15.6,0.4,4.0,17.6,12.6,19609,8.8,41.7,49.5,46.2,51.6,83.7,19.2,1152,23.0,32.8,58.5,No,90.4
US-EDU-10564,Lakeshore Grade School,NJ,New Jersey,Montgomery County,Suburban - Large,Elementary School,Public,Not Title I Eligible,419,22,19.1,36.4,73.8,2.7,11.5,5.4,2.9,3.7,11.6,1.9,21587,14.7,42.8,42.5,59.5,77.4,94.0,9.2,,,,,No,96.1
US-EDU-10565,Southland Senior High School,TX,Texas,Tarrant County,Rural - Fringe,High School,Public,Title I Schoolwide,938,73,12.9,53.4,72.8,12.5,4.8,0.9,4.3,4.7,17.5,9.1,16821,15.6,61.2,23.2,35.6,33.1,80.2,27.1,1128,22.5,21.4,60.5,Yes,92.4
US-EDU-10566,Westview Day School,NC,North Carolina,Buncombe County,City - Large,K-12 Combined,Public,Title I Schoolwide,493,27,18.1,77.7,33.6,20.1,26.0,11.3,3.6,5.4,15.8,12.4,14445,18.7,58.5,22.8,39.4,29.9,78.3,32.8,1119,20.9,23.4,61.5,No,87.9
US-EDU-10567,Washington Grade School,IN,Indiana,Washington County,City - Large,Elementary School,Public Charter,Title I Schoolwide,465,28,16.9,46.2,6.9,36.7,51.1,2.9,0.1,2.3,14.1,20.9,15452,11.6,60.6,27.8,51.2,60.9,90.8,21.7,,,,,No,89.7
US-EDU-10568,Kennedy Elementary School,CA,California,Riverside County,Rural - Remote,Elementary School,Public,Title I Targeted,540,52,10.4,72.5,56.0,17.0,19.4,3.0,0.1,4.5,14.7,12.5,16725,19.1,34.4,46.5,50.8,60.1,80.3,23.9,,,,,Yes,86.4
US-EDU-10569,Metropolitan Intermediate School,VA,Virginia,Marion County,City - Large,Middle School,Public,Title I Targeted,862,54,15.9,64.0,15.4,34.6,42.1,2.6,1.5,3.8,12.0,16.5,17440,15.3,58.5,26.2,29.7,56.6,75.4,19.3,,,,,No,87.6
US-EDU-10570,Willow Creek Senior High School,DE,Delaware,Montgomery County,Town - Distant,High School,Private For-Profit,Not Applicable,1171,57,20.4,38.4,59.4,17.2,16.4,2.8,0.1,4.1,18.4,11.1,14013,12.8,47.6,39.6,48.8,63.9,83.9,17.3,1297,26.8,27.8,70.0,No,93.4
US-EDU-10571,Horizon Intermediate School,NC,North Carolina,Gaston County,Suburban - Large,Middle School,Public Charter,Not Title I Eligible,882,59,14.9,23.9,55.4,20.6,10.6,10.2,0.1,3.1,10.9,13.0,21602,13.6,58.2,28.2,74.7,98.0,91.0,14.1,,,,,No,96.2
US-EDU-10572,River Bend Technical College,KS,Kansas,Jackson County,Suburban - Large,2-Year College,Public,Not Applicable,6478,429,15.1,0.0,56.1,10.3,26.4,3.3,2.7,1.2,13.3,13.1,10425,18.8,50.3,30.9,69.0,75.9,84.3,19.5,,,,,No,99.0
US-EDU-10573,Pine Crest Elementary School,NJ,New Jersey,Jackson County,City - Large,Elementary School,Public Charter,Title I Schoolwide,637,36,17.5,73.6,27.5,33.5,35.7,0.8,0.4,2.1,8.3,16.9,18297,17.3,64.8,17.9,27.4,51.7,81.3,24.9,,,,,No,87.4
US-EDU-10574,Cedar Creek Elementary Academy,IN,Indiana,Central County,Rural - Remote,Elementary School,Public,Title I Schoolwide,292,23,12.6,49.6,84.7,6.7,3.1,2.3,0.1,3.1,15.9,1.3,18083,15.1,62.4,22.5,41.5,64.3,91.7,19.2,,,,,No,91.7
US-EDU-10575,Valley View K-12 Academy,AL,Alabama,Montgomery County,City - Large,K-12 Combined,Public Charter,Title I Schoolwide,575,38,15.2,67.5,11.4,25.9,40.7,16.3,0.1,5.6,19.5,19.4,15363,14.0,25.6,60.4,46.0,66.3,84.9,28.0,1121,23.9,21.7,59.8,No,88.2
US-EDU-10576,Eisenhower Technical College,AK,Alaska,Lincoln County,Rural - Fringe,2-Year College,Public,Not Applicable,8455,553,15.3,0.0,89.8,3.0,1.9,0.5,0.5,4.3,16.5,3.6,13830,20.2,37.4,42.4,70.3,91.0,86.5,20.3,,,,,No,97.5
US-EDU-10577,Kennedy Community College,KY,Kentucky,Marion County,City - Large,2-Year College,Private Non-Profit,Not Applicable,7028,321,21.9,11.3,26.7,29.8,25.2,9.0,4.2,5.1,13.4,10.1,18219,0.0,2.0,98.0,53.1,74.4,92.1,18.4,,,,,No,92.2
US-EDU-10578,Willow Creek Primary School,IN,Indiana,Jefferson County,City - Large,Elementary School,Public,Title I Schoolwide,345,16,21.8,57.2,38.0,35.8,17.8,4.3,0.2,3.9,9.9,11.6,14555,15.1,45.7,39.2,52.2,66.8,84.1,17.6,,,,,No,90.9
US-EDU-10579,Horizon Academy,NM,New Mexico,Jackson County,Rural - Remote,High School,Public,Title I Targeted,683,57,11.9,67.8,81.0,1.1,13.8,2.1,0.1,1.9,14.5,11.6,13803,14.5,40.9,44.6,55.2,59.2,81.7,26.1,1200,26.2,24.8,74.5,Yes,85.9
US-EDU-10580,Oak Ridge Primary School,MO,Missouri,Marion County,City - Large,Elementary School,Public,Title I Schoolwide,319,19,16.9,52.4,7.8,12.0,37.5,33.7,0.2,8.8,13.3,18.8,12207,16.1,43.6,40.3,46.7,50.4,87.8,24.3,,,,,Yes,91.4
US-EDU-10581,Grand Valley Intermediate School,CA,California,Sacramento County,Suburban - Large,Middle School,Public,Title I Schoolwide,250,14,18.3,40.8,51.6,13.0,7.4,21.5,2.0,4.5,17.5,9.5,21372,11.9,21.5,66.6,47.3,58.6,90.4,25.5,,,,,No,90.2
US-EDU-10582,Marshall Comprehensive High School,CA,California,Sacramento County,Suburban - Large,High School,Private Non-Profit,Not Applicable,1366,118,11.6,13.0,22.9,23.3,26.9,19.0,0.4,7.5,10.9,16.7,11163,0.0,2.0,98.0,54.8,56.4,85.7,16.5,1238,26.5,29.8,67.7,No,91.2
US-EDU-10583,Frontier Elementary Academy,NV,Nevada,Central County,Suburban - Large,Elementary School,Public Charter,Title I Targeted,386,25,15.3,48.3,53.3,15.3,16.8,10.1,1.8,2.7,9.7,3.6,19505,12.8,46.9,40.3,12.0,22.6,67.0,29.9,,,,,No,93.2
US-EDU-10584,Crestview Grade School,WA,Washington,Madison County,City - Midsize,Elementary School,Public,Not Title I Eligible,585,49,12.0,29.3,35.9,23.6,17.5,15.0,2.8,5.2,12.7,12.0,17212,11.5,41.9,46.6,63.6,75.2,85.1,12.6,,,,,No,85.8
US-EDU-10585,Roosevelt Grade School,CA,California,Fresno County,Suburban - Midsize,Elementary School,Public,Not Title I Eligible,637,44,14.4,11.0,46.2,13.1,29.6,1.3,2.1,7.7,12.1,12.3,15852,8.4,46.0,45.6,43.6,63.2,89.3,24.4,,,,,Yes,99.0
US-EDU-10586,River Bend High School,PA,Pennsylvania,Bucks County,Suburban - Large,High School,Public,Not Title I Eligible,1537,126,12.2,32.9,31.5,14.8,41.8,1.7,0.6,9.6,13.1,18.0,20151,13.3,54.2,32.5,81.2,87.1,83.4,13.8,1284,27.8,38.8,72.3,No,93.3
US-EDU-10587,Roosevelt Charter High School,NY,New York,Monroe County,Rural - Remote,High School,Public Charter,Title I Schoolwide,1384,154,9.0,73.8,66.9,7.2,17.6,3.2,1.1,4.0,15.8,9.4,22249,18.3,43.7,38.0,52.3,58.0,71.2,23.4,1197,24.9,22.8,69.2,Yes,86.2
US-EDU-10588,Lincoln Elementary School,CA,California,Santa Clara County,Town - Distant,Elementary School,Public,Title I Schoolwide,401,33,12.0,70.1,81.2,2.2,2.0,6.5,2.8,5.3,14.4,5.2,17460,16.6,37.5,45.9,51.7,39.5,80.4,17.9,,,,,No,81.9
US-EDU-10589,Crestview State College,TX,Texas,Denton County,City - Large,2-Year College,Public,Not Applicable,2381,118,20.1,0.0,29.6,34.5,25.9,4.0,1.9,4.1,10.2,12.0,14818,16.0,50.5,33.5,66.2,58.9,84.9,9.7,,,,,No,94.9
US-EDU-10590,Hamilton Elementary Academy,CA,California,Contra Costa County,Town - Fringe,Elementary School,Public,Title I Targeted,150,10,14.9,51.9,68.9,14.4,7.2,6.7,0.9,1.9,11.8,8.3,14986,13.5,53.2,33.3,65.8,82.9,89.1,15.7,,,,,No,89.0
US-EDU-10591,Franklin Middle School,TN,Tennessee,Jackson County,Rural - Fringe,Middle School,Public,Not Title I Eligible,1000,80,12.5,26.9,82.8,6.6,1.8,3.0,2.9,2.9,13.0,0.0,18758,12.4,39.1,48.5,93.3,94.4,89.4,11.6,,,,,No,91.8
US-EDU-10592,Willow Creek State University,TX,Texas,Travis County,Rural - Fringe,4-Year University,Public,Not Applicable,23020,1091,21.1,0.0,62.8,13.7,14.3,5.5,1.4,2.3,19.3,11.1,27687,12.0,28.4,59.6,87.4,86.3,84.3,15.9,1433,28.7,,,No,95.4
US-EDU-10593,Marshall Technical College,WA,Washington,Lincoln County,Suburban - Midsize,2-Year College,Private Non-Profit,Not Applicable,7901,541,14.6,5.8,57.3,17.4,9.1,15.1,0.3,0.8,13.3,10.9,20096,0.0,2.0,98.0,78.5,76.1,92.8,6.3,,,,,No,94.7
US-EDU-10594,Marshall Primary School,KS,Kansas,Marion County,Rural - Fringe,Elementary School,Public,Title I Targeted,493,45,10.9,38.2,72.5,0.8,17.1,3.5,3.0,3.1,17.3,10.5,16776,10.4,57.7,31.9,68.2,59.8,94.9,14.4,,,,,No,99.0
US-EDU-10595,Frontier High School,TN,Tennessee,Marion County,City - Large,High School,Public,Title I Schoolwide,976,55,17.9,51.6,45.6,16.6,23.0,8.7,0.1,6.0,12.2,15.9,16856,13.8,41.3,44.9,67.4,81.8,86.9,20.9,1327,26.7,33.5,77.2,Yes,88.3
US-EDU-10596,Eastside Elementary Academy,IL,Illinois,Kane County,Suburban - Midsize,Elementary School,Private Non-Profit,Not Applicable,455,30,15.3,6.0,45.2,13.5,32.3,4.4,2.4,2.2,12.2,11.5,13133,0.0,2.0,98.0,95.6,98.0,88.7,15.6,,,,,No,94.8
US-EDU-10597,Oak Ridge Community School,TX,Texas,Harris County,City - Large,K-12 Combined,Public,Not Title I Eligible,214,12,17.5,31.7,44.1,30.5,10.7,11.4,0.7,2.6,15.5,8.9,18396,10.8,52.0,37.2,65.8,86.5,90.1,17.0,1322,27.1,40.8,70.0,No,96.7
US-EDU-10598,Roosevelt Primary School,NJ,New Jersey,Washington County,Suburban - Large,Elementary School,Public,Title I Schoolwide,355,27,13.1,49.5,42.9,16.1,28.0,10.2,0.1,2.7,10.8,11.8,16558,15.0,36.3,48.7,73.5,57.1,82.0,8.8,,,,,No,92.3
US-EDU-10599,Sunset Elementary School,LA,Louisiana,Franklin County,Suburban - Midsize,Elementary School,Public,Title I Schoolwide,667,49,13.7,72.3,58.7,1.8,19.3,13.6,2.0,4.6,16.3,13.6,18554,17.1,56.6,26.3,32.2,48.9,75.9,27.5,,,,,No,86.6
US-EDU-10600,Franklin Grade School,KY,Kentucky,Franklin County,Suburban - Large,Elementary School,Public,Title I Targeted,209,11,18.9,53.2,51.5,10.5,29.9,5.2,0.4,2.5,19.4,16.9,13477,11.1,31.6,57.3,57.7,79.8,85.8,14.6,,,,,No,89.1
US-EDU-10601,Madison State University,FL,Florida,Hillsborough County,Rural - Remote,4-Year University,Public,Not Applicable,13761,1274,10.8,0.0,67.7,3.1,19.0,2.8,3.9,3.5,8.4,7.4,15807,10.1,42.8,47.1,78.6,73.6,81.0,24.3,1195,24.3,,,Yes,93.4
US-EDU-10602,Roosevelt Elementary School,FL,Florida,Lee County,Town - Distant,Elementary School,Private Non-Profit,Not Applicable,212,19,11.0,8.2,61.4,9.2,19.0,1.2,3.3,5.9,11.6,7.4,14142,0.0,2.0,98.0,86.8,92.3,96.3,13.4,,,,,No,96.4
US-EDU-10603,Lakeshore High School,TN,Tennessee,Franklin County,Suburban - Large,High School,Public,Not Title I Eligible,958,54,17.6,21.1,47.7,12.2,21.6,11.8,2.7,4.0,14.1,14.9,17320,13.5,54.0,32.5,57.6,67.5,92.4,16.1,1205,23.5,40.7,63.3,No,92.1
US-EDU-10604,Horizon Primary School,AL,Alabama,Central County,Suburban - Large,Elementary School,Public,Title I Schoolwide,399,25,16.0,63.0,40.3,20.3,23.0,10.4,1.4,4.6,11.8,12.7,12799,17.5,42.7,39.8,31.9,30.6,82.1,21.7,,,,,No,87.2
US-EDU-10605,Sunset Senior High School,NC,North Carolina,Union County,City - Midsize,High School,Private For-Profit,Not Applicable,686,42,16.4,63.8,14.0,21.6,58.7,1.2,1.0,3.5,10.6,23.2,20207,16.4,59.6,24.0,25.2,36.0,75.1,19.8,1047,20.8,21.1,61.9,No,88.1
US-EDU-10606,Roosevelt Elementary School,WA,Washington,Jackson County,City - Large,Elementary School,Public,Title I Schoolwide,460,29,15.8,42.9,35.5,16.7,37.1,7.4,0.1,3.2,13.5,21.8,22862,11.5,47.9,40.6,43.0,45.1,81.8,17.5,,,,,No,91.6
US-EDU-10607,Oak Ridge Elementary Academy,NE,Nebraska,Madison County,Town - Fringe,Elementary School,Public,Not Title I Eligible,504,35,14.6,36.3,76.4,7.5,11.9,2.5,0.1,1.6,11.6,9.9,16299,14.5,55.0,30.5,54.6,61.3,81.2,22.5,,,,,No,96.0
US-EDU-10608,Eastside Grade School,MD,Maryland,Jefferson County,Suburban - Large,Elementary School,Public,Title I Targeted,407,33,12.2,38.7,47.2,8.7,27.2,13.4,0.1,3.4,8.7,13.5,18938,11.8,39.7,48.5,76.3,97.1,81.2,15.3,,,,,No,93.2
US-EDU-10609,Crestview Primary School,SC,South Carolina,Lincoln County,Suburban - Large,Elementary School,Private Religious,Not Applicable,661,105,6.3,22.5,40.3,23.0,15.9,13.9,3.2,3.7,16.3,7.1,20529,0.0,2.0,98.0,68.1,75.7,94.5,22.6,,,,,No,94.4
US-EDU-10610,Madison Community College,LA,Louisiana,Montgomery County,Suburban - Large,2-Year College,Public,Not Applicable,8709,290,30.0,0.0,54.1,3.2,27.3,10.8,2.9,1.7,10.6,14.6,26408,13.5,33.6,52.9,91.7,98.0,95.3,9.9,,,,,No,97.4
US-EDU-10611,Franklin Primary School,NY,New York,Onondaga County,Suburban - Large,Elementary School,Private Religious,Not Applicable,484,67,7.2,20.2,56.7,8.1,19.0,13.3,2.1,0.8,15.2,14.4,12958,0.0,2.0,98.0,57.3,55.4,81.6,26.8,,,,,No,87.4
US-EDU-10612,Horizon Intermediate School,GA,Georgia,Gwinnett County,Rural - Fringe,Middle School,Private Religious,Not Applicable,542,41,13.1,19.1,63.5,11.6,13.2,5.2,0.1,6.4,12.9,9.7,20169,0.0,2.0,98.0,63.6,66.9,88.5,16.3,,,,,No,95.4
US-EDU-10613,Frontier Academy,TN,Tennessee,Central County,City - Midsize,High School,Public,Title I Schoolwide,1519,95,16.0,40.0,6.5,22.8,56.0,9.6,1.3,3.8,15.7,21.7,16064,12.5,57.0,30.5,37.2,38.1,78.7,23.5,1150,24.2,28.4,63.5,No,93.1
US-EDU-10614,Centennial Grade School,SC,South Carolina,Jackson County,Rural - Fringe,Elementary School,Public Charter,Title I Schoolwide,633,47,13.6,61.4,71.2,1.0,12.8,1.7,4.6,8.7,11.7,5.4,17100,16.2,20.9,62.9,73.3,90.8,87.9,21.5,,,,,No,86.7
US-EDU-10615,Southland Grade School,MO,Missouri,Madison County,Town - Fringe,Elementary School,Public Charter,Title I Schoolwide,491,28,17.5,61.3,72.9,3.1,14.6,2.6,1.0,5.8,21.3,10.2,17058,16.6,31.1,52.3,45.4,44.0,84.8,24.0,,,,,No,88.0
US-EDU-10616,State University - Washington,NJ,New Jersey,Clay County,City - Large,4-Year University,Public,Not Applicable,15613,1100,14.2,0.0,29.1,35.4,14.8,14.5,2.6,3.6,12.1,4.2,21069,30.4,17.8,51.8,96.0,98.0,86.0,9.4,1343,29.5,,,Yes,97.9
US-EDU-10617,Southland Primary School,OK,Oklahoma,Lincoln County,City - Large,Elementary School,Public,Title I Schoolwide,282,18,16.1,42.3,5.5,29.3,39.3,15.0,5.3,5.6,14.1,16.8,13890,14.6,40.8,44.6,35.0,36.3,79.0,28.6,,,,,No,84.3
US-EDU-10618,Eastside Elementary School,SC,South Carolina,Washington County,City - Large,Elementary School,Public,Title I Schoolwide,321,21,15.5,78.5,24.3,14.9,54.1,5.4,0.1,1.2,16.6,20.3,20687,18.6,45.3,36.1,46.1,50.9,83.9,23.9,,,,,No,81.8
US-EDU-10619,Jefferson Preparatory School,TX,Texas,Collin County,Suburban - Midsize,K-12 Combined,Public,Title I Targeted,193,11,18.3,72.9,59.5,7.4,14.8,8.5,4.7,5.1,14.5,10.5,17608,19.4,42.9,37.7,46.1,40.0,90.7,21.1,1122,22.6,18.0,57.2,No,85.2
US-EDU-10620,Marshall High School,AR,Arkansas,Central County,City - Midsize,High School,Public,Title I Schoolwide,1567,104,15.1,65.7,45.9,13.5,18.2,15.6,0.1,6.7,15.1,10.9,14412,13.8,30.6,55.6,24.1,45.0,81.4,37.1,1053,21.0,18.6,58.7,No,81.9
US-EDU-10621,Grand Valley Elementary Academy,TX,Texas,Collin County,Suburban - Large,Elementary School,Public,Not Title I Eligible,523,39,13.5,35.4,61.3,13.9,16.8,4.4,0.5,3.1,10.4,14.4,19865,11.4,58.9,29.7,62.8,83.4,83.7,16.7,,,,,No,89.0
US-EDU-10622,Sunset High School,MA,Massachusetts,Jefferson County,Town - Fringe,High School,Public,Title I Schoolwide,382,27,14.0,50.5,72.1,9.0,8.3,1.5,2.1,7.0,14.2,9.0,17012,13.6,28.5,57.9,49.9,67.9,88.4,25.3,1170,24.3,26.9,60.2,Yes,89.4
US-EDU-10623,Frontier Intermediate School,MS,Mississippi,Washington County,Suburban - Midsize,Middle School,Private Non-Profit,Not Applicable,410,46,9.0,14.9,62.2,4.4,16.8,11.1,4.1,1.4,20.2,10.7,7500,0.0,2.0,98.0,60.6,59.7,89.9,7.9,,,,,No,94.7
US-EDU-10624,Lakeshore Intermediate School,NJ,New Jersey,Franklin County,Town - Fringe,Middle School,Public Charter,Not Title I Eligible,256,13,19.7,37.6,82.9,1.0,4.0,3.7,3.5,4.9,14.7,9.3,14678,13.1,51.9,35.0,76.3,84.5,89.6,16.9,,,,,No,93.5
US-EDU-10625,Roosevelt K-12 Academy,NY,New York,Monroe County,Rural - Fringe,K-12 Combined,Public,Title I Schoolwide,128,8,16.0,70.4,90.4,1.0,4.9,0.8,0.3,2.6,10.1,5.5,20328,17.8,46.9,35.3,44.5,45.0,72.0,23.3,1111,22.3,24.1,61.3,No,88.7
US-EDU-10626,Sunset Junior High School,TX,Texas,Dallas County,City - Large,Middle School,Public,Title I Targeted,658,34,19.1,64.7,48.1,18.3,25.1,0.9,2.4,5.2,18.8,11.1,14841,13.4,49.7,36.9,38.2,37.8,66.4,27.5,,,,,No,85.8
US-EDU-10627,River Bend Primary School,IA,Iowa,Montgomery County,Suburban - Large,Elementary School,Public Charter,Not Title I Eligible,540,44,12.2,37.6,33.7,36.4,4.4,20.8,0.1,4.6,11.3,6.6,17629,7.6,37.7,54.7,96.0,91.9,97.5,16.3,,,,,No,89.4
US-EDU-10628,Meadowbrook STEM Academy,AZ,Arizona,Washington County,Suburban - Midsize,High School,Public Charter,Not Title I Eligible,1500,115,13.1,9.3,40.0,6.8,23.3,25.2,0.3,4.4,10.1,19.2,15996,9.6,47.7,42.7,59.7,79.7,85.4,9.8,1228,24.8,32.6,74.4,Yes,93.5
US-EDU-10629,Roosevelt Elementary Academy,TX,Texas,Fort Bend County,Suburban - Large,Elementary School,Public,Title I Schoolwide,633,43,14.6,53.6,30.8,9.4,36.1,13.3,3.2,7.2,13.1,19.7,18779,11.1,64.2,24.7,52.8,60.8,90.9,20.4,,,,,No,88.4
US-EDU-10630,Marshall Junior High School,FL,Florida,Brevard County,Suburban - Large,Middle School,Private Religious,Not Applicable,676,50,13.5,16.5,57.8,2.1,33.8,3.2,0.1,3.0,12.1,13.4,13841,0.0,2.0,98.0,67.4,65.1,85.7,13.4,,,,,No,94.8
US-EDU-10631,Carver Comprehensive High School,SC,South Carolina,Clay County,City - Midsize,High School,Public,Title I Schoolwide,1105,78,14.2,66.0,42.1,5.7,39.5,7.6,0.1,5.0,5.4,19.6,14185,17.6,30.2,52.2,45.3,49.0,80.8,18.1,1111,23.5,21.5,54.1,No,89.2
US-EDU-10632,Grand Valley Senior High School,PA,Pennsylvania,Montgomery County,City - Large,High School,Public,Title I Schoolwide,250,16,16.1,60.8,5.5,19.3,55.2,10.9,0.9,8.2,12.5,25.1,16750,17.8,33.7,48.5,58.9,43.5,80.1,26.0,1187,22.4,18.5,55.3,No,93.8
US-EDU-10633,Southland Elementary Academy,VA,Virginia,Madison County,Rural - Remote,Elementary School,Public,Title I Schoolwide,120,7,16.1,52.5,78.6,1.3,16.2,1.2,0.1,2.6,9.4,5.5,24233,14.9,40.8,44.3,53.9,66.8,88.6,23.7,,,,,No,94.3
US-EDU-10634,Washington High School,GA,Georgia,Richmond County,City - Large,High School,Private Non-Profit,Not Applicable,250,25,10.0,22.4,8.5,44.6,31.4,9.7,2.4,3.4,12.5,15.1,23477,0.0,2.0,98.0,77.0,68.8,82.7,13.1,1354,27.4,40.9,80.5,No,91.9
US-EDU-10635,Kennedy Comprehensive High School,TX,Texas,Harris County,Suburban - Large,High School,Public,Not Title I Eligible,731,56,13.0,22.5,52.8,8.2,22.8,12.8,0.8,2.6,11.5,14.1,21760,9.5,36.9,53.6,83.8,79.2,91.1,8.2,1335,27.7,43.8,72.6,Yes,92.0
US-EDU-10636,Cedar Creek Primary School,KY,Kentucky,Franklin County,Suburban - Large,Elementary School,Public,Title I Targeted,423,21,20.2,40.2,58.4,15.6,16.4,8.0,0.1,1.5,6.4,10.8,16415,12.4,34.9,52.7,67.2,71.6,84.0,22.2,,,,,No,95.3
US-EDU-10637,Kennedy Intermediate School,NJ,New Jersey,Franklin County,Suburban - Large,Middle School,Public,Not Title I Eligible,592,35,17.0,32.6,34.6,21.7,31.2,9.6,1.3,1.6,13.4,12.9,15031,16.1,53.5,30.4,45.9,45.9,87.1,22.1,,,,,No,95.4
US-EDU-10638,Southland Elementary Academy,FL,Florida,Pinellas County,Suburban - Large,Elementary School,Public,Not Title I Eligible,681,36,18.9,21.6,49.3,7.4,35.7,4.2,0.7,2.7,20.8,16.3,20221,8.1,46.9,45.0,74.8,76.4,89.7,19.6,,,,,No,89.3
US-EDU-10639,Westview Primary School,MA,Massachusetts,Marion County,Rural - Remote,Elementary School,Public,Title I Schoolwide,552,48,11.4,49.1,68.2,10.4,16.2,1.5,0.7,3.0,10.7,11.4,19732,10.7,56.3,33.0,67.5,67.7,94.2,20.2,,,,,No,88.7
US-EDU-10640,Lakeshore Junior High School,CT,Connecticut,Jackson County,Suburban - Large,Middle School,Public,Title I Targeted,844,49,17.1,36.0,20.5,2.7,50.2,19.1,1.5,6.0,11.8,22.5,15647,9.8,58.5,31.7,76.7,74.5,87.0,19.1,,,,,Yes,91.2
